Ticker,Ad,Kategori,TEFAS_Kind,Tur,Risk_Deger,Son_Fiyat,RSI,Ret1M,Ret3M,Ret6M,Ret1Y,Ret3Y,Ret5Y,Vol,YF_Symbol,Optima_Skor,PB,PE,DY
AZH,ALLIANZ HAYAT VE EMEKLİLİK A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Hisse Senedi Fonu,6.0,2.573779,53.7,-1.4039,-1.6347,24.7482,34.0541,2.8463,14.5439,33.0,,,,,
AZK,ALLIANZ HAYAT VE EMEKLİLİK A.Ş. BORÇLANMA ARAÇLARI EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Borçlanma Araçları Fonu,3.0,0.381702,54.9,-0.1052,0.561,15.0381,36.4059,180.9422,3.6499,12.0,,,,,
AZS,ALLIANZ HAYAT VE EMEKLİLİK A.Ş. STANDART EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Standart Fon,4.0,0.127205,55.3,-1.2511,1.3671,18.6065,40.597,2.238,5.4949,18.0,,,,,
AZY,ALLIANZ HAYAT VE EMEKLİLİK A.Ş. TARIM VE GIDA FON SEPETİ EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Fon Sepeti Fonu,5.0,0.292754,55.6,0.0288,1.6576,28.0549,39.1059,198.1043,5.4352,25.0,,,,,
BBD,BNP PARİBAS CARDİF EMEKLİLİK A.Ş. BIST30 DIŞI ŞİRKETLER HİSSE SENEDİ EMEKLİLİK Y,TEFAS,EMK,Hisse Senedi Fonu,6.0,0.009985,50.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,,,,,
BEE,HDI FİBA EMEKLİLİK VE HAYAT A.Ş. DENGELİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,4.0,1.067842,62.3,3.7883,10.5443,32.8822,67.1063,2.987,8.6012,18.0,,,,,
BEF,BEREKET EMEKLİLİK VE HAYAT A.Ş. OKS DİNAMİK KATILIM DEĞİŞKEN EMEKLİLİK YATIRIM F,TEFAS,EMK,Değişken Fon,5.0,0.18221,57.6,2.2183,7.5284,21.6415,40.4279,2.6136,8.1295,25.0,,,,,
BEH,HDI FİBA EMEKLİLİK VE HAYAT A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Hisse Senedi Fonu,6.0,1.474398,52.9,-3.9205,-0.9176,21.4096,32.9965,2.4712,10.7487,33.0,,,,,
BEI,BEREKET EMEKLİLİK VE HAYAT A.Ş. OKS KATILIM STANDART EMEKLİLİK YATIRIM FONU,TEFAS,EMK,OKS Katılım Standart Fon,4.0,0.101283,57.5,2.7462,7.3798,19.8679,38.1635,180.0719,4.4633,18.0,,,,,
BEK,HDI FİBA EMEKLİLİK VE HAYAT A.Ş. FİBA PORTFÖY BORÇLANMA ARAÇLARI EMEKLİLİK YATIR,TEFAS,EMK,Borçlanma Araçları Fonu,3.0,0.304868,54.2,-0.5122,-0.2726,11.1473,33.0276,141.0261,3.0586,12.0,,,,,
BEO,BEREKET EMEKLİLİK VE HAYAT A.Ş. OKS AGRESİF KATILIM DEĞİŞKEN EMEKLİLİK YATIRIM F,TEFAS,EMK,Değişken Fon,5.0,0.215304,57.8,2.7474,7.6686,23.3293,39.8257,2.646,9.1991,25.0,,,,,
BGL,ANADOLU HAYAT EMEKLİLİK A.Ş. ALTIN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Altın Fonu,6.0,0.058584,53.8,-2.1277,-12.7653,9.1964,53.2922,3.8496,0.0,33.0,,,,,
BHK,BEREKET EMEKLİLİK VE HAYAT A.Ş. KİRA SERTİFİKALARI KATILIM EMEKLİLİK YATIRIM FON,TEFAS,EMK,Kira Sertifikasi Katılım Fonu,2.0,0.016515,59.1,3.0516,9.6206,19.7182,46.1574,0.0,0.0,7.0,,,,,
BHS,ANADOLU HAYAT EMEKLİLİK A.Ş. SÜRDÜRÜLEBİLİRLİK  HİSSE SENEDİ EMEKLİLİK YATIRIM F,TEFAS,EMK,Hisse Senedi Fonu,6.0,0.126003,55.9,-1.9951,2.3433,23.2646,46.045,2.7601,0.0,33.0,,,,,
BHT,ANADOLU HAYAT EMEKLİLİK A.Ş. TEKNOLOJİ SEKTÖRÜ HİSSE SENEDİ EMEKLİLİK YATIRIM FO,TEFAS,EMK,Hisse Senedi Fonu,6.0,0.137203,69.7,10.3847,29.2471,46.0186,78.2167,4.2736,0.0,33.0,,,,,
BNA,BNP PARİBAS CARDİF EMEKLİLİK A.Ş. ALTIN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Altın Fonu,7.0,0.690683,55.6,-1.3033,-9.5377,16.3026,59.6749,4.2977,12.9371,42.0,,,,,
BNL,BNP PARİBAS CARDİF EMEKLİLİK A.Ş. OKS STANDART EMEKLİLİK YATIRIM FONU,TEFAS,EMK,OKS Standart Fon,5.0,0.098075,53.4,-0.9946,-0.3566,13.6607,28.1916,2.0668,5.2934,25.0,,,,,
BNO,ANADOLU HAYAT EMEKLİLİK A.Ş TEMETTÜ ÖDEYEN ŞİRKETLER HİSSE SENEDİ EMEKLİLİK YATI,TEFAS,EMK,Hisse Senedi Fonu,6.0,0.04936,54.8,-1.5425,-0.1202,21.5589,40.0775,2.7177,0.0,33.0,,,,,
BNS,BNP PARİBAS CARDİF EMEKLİLİK A.Ş. STANDART EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Standart Fon,5.0,0.123145,53.7,-1.4241,-0.4332,17.0248,31.6687,2.0043,4.8481,25.0,,,,,
BNZ,BNP PARİBAS CARDİF EMEKLİLİK A.Ş. OKS KATILIM STANDART EMEKLİLİK YATIRIM FONU,TEFAS,EMK,OKS Katılım Standart Fon,5.0,0.093982,57.2,2.0529,7.3275,21.8696,37.5417,190.4666,4.7308,25.0,,,,,
BPE,BNP PARİBAS CARDİF EMEKLİLİK A.Ş. DENGELİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,4.0,0.772119,54.4,-2.4374,-1.6582,20.325,41.2199,2.916,8.0387,18.0,,,,,
BPG,BNP PARİBAS CARDİF EMEKLİLİK A.Ş.BORÇLANMA ARAÇLARI EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Borçlanma Araçları Fonu,4.0,0.253071,54.5,-0.8472,-0.2102,14.2857,35.9033,131.3916,2.6977,18.0,,,,,
BPH,BNP PARİBAS CARDİF EMEKLİLİK A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Hisse Senedi Fonu,7.0,1.805231,50.7,-5.9344,-7.7265,21.2636,31.3468,2.9528,14.0807,42.0,,,,,
BPI,BNP PARİBAS CARDİF EMEKLİLİK A.Ş. OKS AGRESİF DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,6.0,0.355984,53.1,-3.6612,-8.4779,32.2406,45.3973,4.1937,18.8494,33.0,,,,,
BPJ,BNP PARİBAS CARDİF EMEKLİLİK A.Ş. OKS DENGELİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,4.0,0.164509,56.4,-1.2251,1.1801,25.9825,49.2648,3.5861,9.0536,18.0,,,,,
BPK,BNP PARİBAS CARDİF EMEKLİLİK A.Ş. İKİNCİ KAMU DIŞ BORÇLANMA ARAÇLARI (ABD DOLARI,TEFAS,EMK,Kamu Yabancı Para (Döviz) Cinsinden Borçlanma Araç,6.0,0.736764,54.6,1.2539,3.5437,9.5607,26.3147,2.0395,5.5707,33.0,,,,,
BPN,BNP PARİBAS CARDİF EMEKLİLİK A.Ş. OKS DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,5.0,0.205369,55.8,-2.7926,-0.7975,24.8712,51.4171,3.7793,11.8831,25.0,,,,,
BPO,BNP PARİBAS CARDİF EMEKLİLİK A.Ş. OKS DİNAMİK KATILIM DEĞİŞKEN EMEKLİLİK YATIRIM,TEFAS,EMK,Değişken Fon,5.0,0.266363,61.8,2.5388,9.069,40.7932,68.6745,3.7739,11.7958,25.0,,,,,
BPR,BNP PARİBAS CARDİF EMEKLİLİK A.Ş. OKS MUHAFAZAKAR DEĞİŞKEN EMEKLİLİK YATIRIM FON,TEFAS,EMK,Değişken Fon,2.0,0.108468,59.5,2.2739,7.2063,23.3767,54.8467,3.1947,5.7759,7.0,,,,,
BPS,BNP PARİBAS CARDİF EMEKLİLİK A.Ş. OKS AGRESİF KATILIM DEĞİŞKEN EMEKLİLİK YATIRIM,TEFAS,EMK,Değişken Fon,6.0,0.403825,61.7,2.611,8.3081,42.8436,68.7954,3.695,13.9815,33.0,,,,,
BPU,BNP PARİBAS CARDİF EMEKLİLİK A.Ş. BİRİNCİ KAMU DIŞ BORÇLANMA ARAÇLARI EMEKLİLİK ,TEFAS,EMK,Kamu Yabancı Para (Döviz) Cinsinden Borçlanma Araç,6.0,0.733701,54.4,0.6152,1.9945,8.191,28.8161,2.2791,5.9386,33.0,,,,,
BSR,BNP PARIBAS CARDIF EMEKLİLİK A.Ş. SÜRDÜRÜLEBİLİRLİK FON SEPETİ EMEKLİLİK YATIRIM,TEFAS,EMK,Fon Sepeti Fonu,6.0,0.014336,55.9,0.2516,3.4572,19.9364,38.4806,0.0,0.0,33.0,,,,,
BZY,BNP PARİBAS CARDİF EMEKLİLİK A.Ş. TEKNOLOJİ SEKTÖRÜ DEĞİŞKEN EMEKLİLİK YATIRIM F,TEFAS,EMK,Değişken Fon,6.0,0.084813,72.2,12.008,31.4171,53.8117,89.0439,4.5572,0.0,33.0,,,,,
CFA,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. ALTIN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Altın Fonu,6.0,0.264975,56.5,-0.7866,-8.6959,17.8568,64.1158,5.0404,14.9452,33.0,,,,,
CFC,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. ORTA VADELİ BORÇLANMA ARAÇLARI EMEKLİ,TEFAS,EMK,Borçlanma Araçları Fonu,3.0,0.056967,55.6,-0.4713,1.7131,14.134,40.8548,192.9819,3.8455,12.0,,,,,
CFD,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. DIŞ BORÇLANMA ARAÇLARI EMEKLİLİK YATI,TEFAS,EMK,Dış Borçlanma Araçları Fonu,6.0,0.118221,54.5,0.1693,1.2389,9.5394,31.7069,2.2698,6.3491,33.0,,,,,
CFE,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. OKS KATILIM STANDART EMEKLİLİK YATIRI,TEFAS,EMK,OKS Katılım Standart Fon,3.0,0.11805,59.3,3.2458,9.2802,23.0045,47.3657,2.1048,5.6339,12.0,,,,,
CHA,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. OKS DENGELİ DEĞİŞKEN EMEKLİLİK YATIRI,TEFAS,EMK,Değişken Fon,5.0,0.293736,56.7,0.2942,-0.466,21.1308,50.5228,3.4988,14.4946,25.0,,,,,
CHC,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. OKS MUHAFAZAKAR DEĞİŞKEN EMEKLİLİK YA,TEFAS,EMK,Değişken Fon,3.0,0.12365,57.9,0.5409,6.3017,19.3694,48.7428,3.2199,6.1902,12.0,,,,,
CHD,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. OKS AGRESİF KATILIM DEĞİŞKEN EMEKLİLİ,TEFAS,EMK,Değişken Fon,6.0,0.406933,59.6,1.3993,8.6801,32.2537,55.6556,3.5667,17.1254,33.0,,,,,
CHG,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. OKS AGRESİF DEĞİŞKEN EMEKLİLİK YATIRI,TEFAS,EMK,Değişken Fon,6.0,0.486045,52.6,-5.6003,-5.8256,18.0959,42.141,3.3861,21.3386,33.0,,,,,
CHH,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. BİRİNCİ HİSSE SENEDİ EMEKLİLİK YATIRI,TEFAS,EMK,Hisse Senedi Fonu,6.0,1.669077,56.0,-1.9866,0.7974,24.7569,48.6166,3.0182,15.6028,33.0,,,,,
CHI,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. OKS DİNAMİK KATILIM DEĞİŞKEN EMEKLİLİ,TEFAS,EMK,Değişken Fon,5.0,0.278456,60.5,1.0994,9.0358,32.1281,62.3195,3.3274,12.4272,25.0,,,,,
CHK,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. BORÇLANMA ARAÇLARI EMEKLİLİK YATIRIM ,TEFAS,EMK,Borçlanma Araçları Fonu,3.0,0.151102,55.3,-0.4303,1.8576,13.9766,38.2355,180.8404,3.6397,12.0,,,,,
CHM,QNB SAĞLIK HAYAT  SİGORTA VE EMEKLİLİK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM F,TEFAS,EMK,Değişken Fon,6.0,0.696904,58.0,-0.366,1.3957,24.9712,59.0046,3.7445,15.961,33.0,,,,,
CHN,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. DENGELİ DEĞİŞKEN EMEKLİLİK YATIRIM FO,TEFAS,EMK,Değişken Fon,5.0,0.378112,54.8,-1.3101,-0.9806,13.9196,40.4927,2.6945,8.7581,25.0,,,,,
CHO,QNB SAĞLIK HAYAT  SİGORTA VE EMEKLİLİK A.Ş. OKS ATAK DEĞİŞKEN EMEKLİLİK YATIRIM ,TEFAS,EMK,Değişken Fon,6.0,0.373226,54.4,-0.8535,-3.486,13.5103,40.1838,3.4787,18.0449,33.0,,,,,
CHS,QNB SAĞLIK HAYAT  SİGORTA VE EMEKLİLİK A.Ş. STANDART EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Standart Fon,4.0,0.149213,56.0,-0.3021,1.868,18.3371,42.8561,2.3463,5.9386,18.0,,,,,
CHU,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. OKS STANDART EMEKLİLİK YATIRIM FONU,TEFAS,EMK,OKS Standart Fon,4.0,0.113694,55.9,0.4319,2.3974,16.4979,39.472,196.4264,5.9879,18.0,,,,,
EAE,AGESA HAYAT VE EMEKLİLİK A.Ş. ALTIN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Altın Fonu,6.0,0.013589,47.6,-1.0617,-10.0744,17.0868,0.0,0.0,0.0,33.0,,,,,
EHG,HDI FİBA EMEKLİLİK VE HAYAT A.Ş. OYAK PORTFÖY DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,4.0,0.372176,56.2,-0.6489,0.5248,20.5349,47.502,2.0295,6.3593,18.0,,,,,
EHK,AGESA HAYAT VE EMEKLİLİK A.Ş. KATILIM HİSSE SENEDİ EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Hisse Senedi Fonu,6.0,0.013894,53.3,1.942,13.268,42.2675,0.0,0.0,0.0,33.0,,,,,
EIE,HDI FİBA EMEKLİLİK VE HAYAT A.Ş. ATAK DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,7.0,0.701476,54.5,-1.7887,0.646,18.9092,37.3247,2.5131,8.9835,42.0,,,,,
EIF,HDI FİBA EMEKLİLİK VE HAYAT A.Ş. OYAK PORTFÖY KAMU DIŞ BORÇLANMA ARAÇLARI EMEKLİ,TEFAS,EMK,Kamu Yabancı Para (Döviz) Cinsinden Borçlanma Araç,6.0,0.396888,53.6,0.1074,0.8875,7.7975,25.3064,2.1483,5.3152,33.0,,,,,
EIG,HDI FİBA EMEKLİLİK VE HAYAT A.Ş. BORÇLANMA ARAÇLARI EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Borçlanma Araçları Fonu,3.0,0.148499,54.0,-0.6171,-0.9338,11.5139,33.1233,147.6691,3.2864,12.0,,,,,
EIH,HDI FİBA EMEKLİLİK VE HAYAT A.Ş. OYAK PORTFÖY HİSSE SENEDİ EMEKLİLİK YATIRIM FON,TEFAS,EMK,Hisse Senedi Fonu,6.0,1.230798,53.7,-3.9194,-3.7805,23.2437,43.3113,2.894,13.6373,33.0,,,,,
EIK,HDI FİBA EMEKLİLİK VE HAYAT A.Ş. DIŞ BORÇLANMA ARAÇLARI EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Dış Borçlanma Araçları Fonu,4.0,0.599966,53.7,0.2271,1.1126,6.5463,25.6605,2.1541,6.0649,18.0,,,,,
EMI,ANADOLU HAYAT EMEKLİLİK A.Ş. EMLAK SEKTÖRÜ HİSSE SENEDİ EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Hisse Senedi Fonu,6.0,0.009987,50.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,,,,,
EMY,GARANTİ EMEKLİLİK VE HAYAT A.Ş. ALTIN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Kıymetli Madenler,6.0,0.010025,50.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,,,,,
ENF,AGESA HAYAT VE EMEKLİLİK A.Ş. ENERJİ SEKTÖRÜ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,4.0,0.017374,67.3,9.5731,20.7463,38.2742,74.5873,0.0,0.0,18.0,,,,,
EST,HDI FİBA EMEKLİLİK VE HAYAT A.Ş. OYAK PORTFÖY STANDART EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Standart Fon,4.0,0.093282,54.0,-1.2557,-1.2491,13.7494,35.1307,134.1368,3.6555,18.0,,,,,
FEA,HDI FİBA EMEKLİLİK VE HAYAT A.Ş. ATLAS PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI EM,TEFAS,EMK,Özel Sektör Borçlanma Araçları Fonu,3.0,0.129484,58.7,2.7715,8.663,19.066,45.3726,2.3253,3.9227,12.0,,,,,
FEF,HDI FİBA EMEKLİLİK VE HAYAT A.Ş. TACİRLER PORTFÖY DEĞİŞKEN EMEKLİLİK YATIRIM FON,TEFAS,EMK,Değişken Fon,6.0,0.32245,57.4,1.1148,5.3052,24.3581,44.903,2.8671,7.9298,33.0,,,,,
FEN,HDI FİBA EMEKLİLİK VE HAYAT A.Ş. STANDART EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Standart Fon,4.0,0.067767,53.1,-1.7439,-0.963,12.1311,29.3871,90.106,2.3619,18.0,,,,,
FEO,HDI FİBA EMEKLİLİK VE HAYAT A.Ş. İSTANBUL PORTFÖY DİNAMİK DEĞİŞKEN EMEKLİLİK YAT,TEFAS,EMK,Değişken Fon,4.0,0.255059,56.7,0.7053,5.6717,18.7785,40.1276,3.0455,9.2003,18.0,,,,,
FES,HDI FİBA EMEKLİLİK VE HAYAT A.Ş. TEMKİNLİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,4.0,0.117228,56.7,1.1933,4.4823,16.9143,40.592,2.1712,4.1494,18.0,,,,,
FFC,HDI FİBA EMEKLİLİK VE HAYAT A.Ş. TEKNOLOJİ SEKTÖRÜ DEĞİŞKEN EMEKLİLİK YATIRIM FO,TEFAS,EMK,Değişken Fon,6.0,0.099657,70.4,11.3181,24.5452,45.0401,87.5186,5.4329,0.0,33.0,,,,,
FFZ,HDI FİBA EMEKLİLİK VE HAYAT A.Ş. INVEO PORTFÖY FON SEPETİ EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Fon Sepeti Fonu,4.0,0.088065,57.5,1.4496,1.5663,18.1128,50.2888,4.8402,0.0,18.0,,,,,
FGF,HDI FİBA EMEKLİLİK VE HAYAT A.Ş. OKS STANDART EMEKLİLİK YATIRIM FONU,TEFAS,EMK,OKS Standart Fon,3.0,0.076654,54.0,-0.6168,-0.048,13.2292,31.8411,155.4328,3.5331,12.0,,,,,
FGH,HDI FİBA EMEKLİLİK VE HAYAT A.Ş. OKS KATILIM STANDART EMEKLİLİK YATIRIM FONU,TEFAS,EMK,OKS Katılım Standart Fon,3.0,0.102889,57.1,2.6759,7.1454,19.9435,35.958,155.4492,4.5237,12.0,,,,,
FIC,HDI FİBA EMEKLİLİK VE HAYAT A.Ş. OKS AGRESİF DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,5.0,0.244599,53.6,0.1105,-3.5772,25.5692,32.277,3.3616,13.4306,25.0,,,,,
FIF,HDI FİBA EMEKLİLİK VE HAYAT A.Ş. İSTANBUL PORTFÖY DEĞİŞKEN EMEKLİLİK YATIRIM FON,TEFAS,EMK,Değişken Fon,5.0,0.239023,53.7,-3.3955,9.4423,25.2836,22.2449,3.4111,10.5258,25.0,,,,,
FIG,HDI FİBA EMEKLİLİK VE HAYAT A.Ş. OKS DENGELİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,3.0,0.164735,57.1,-1.3877,4.0368,24.0316,50.5746,2.9265,7.9515,12.0,,,,,
FIH,HDI FİBA EMEKLİLİK VE HAYAT A.Ş. OKS ATAK DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,4.0,0.152111,55.7,-1.4996,-0.8902,20.5494,47.8157,3.5527,9.237,18.0,,,,,
FIK,HDI FİBA EMEKLİLİK VE HAYAT A.Ş. FON SEPETİ EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Fon Sepeti Fonu,3.0,0.190475,55.4,-3.6701,-0.5904,26.9066,50.9033,3.0499,8.8688,12.0,,,,,
FIM,HDI FİBA EMEKLİLİK VE HAYAT A.Ş. KATILIM DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,4.0,0.164649,57.8,1.5914,6.5525,19.9214,44.4619,2.2883,6.5591,18.0,,,,,
FIR,HDI FİBA EMEKLİLİK VE HAYAT A.Ş. OSMANLI PORTFÖY DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,4.0,0.270668,56.6,-0.1478,-1.5983,19.6224,51.9471,3.3719,9.437,18.0,,,,,
FIS,HDI FİBA EMEKLİLİK VE HAYAT A.Ş. KATILIM STANDART EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Katılım Standart Fon,3.0,0.102772,58.3,3.414,8.6953,19.9536,40.9733,161.2818,4.3501,12.0,,,,,
FIU,HDI FİBA EMEKLİLİK VE HAYAT A.Ş. OKS AGRESİF KATILIM DEĞİŞKEN EMEKLİLİK YATIRIM ,TEFAS,EMK,Değişken Fon,5.0,0.227601,63.0,5.9651,14.3648,34.7068,60.6705,3.0862,9.0087,25.0,,,,,
FIV,HDI FİBA EMEKLİLİK VE HAYAT A.Ş. OKS ATAK KATILIM DEĞİŞKEN EMEKLİLİK YATIRIM FON,TEFAS,EMK,Değişken Fon,7.0,0.181722,62.3,5.3251,13.3475,31.9153,58.6492,2.9482,7.4536,42.0,,,,,
FIZ,HDI FİBA EMEKLİLİK VE HAYAT A.Ş. OKS MUHAFAZAKAR DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,3.0,0.095261,57.8,1.4509,6.027,18.8874,45.5211,2.9596,5.094,12.0,,,,,
FJG,HDI FİBA EMEKLİLİK VE HAYAT A.Ş.  RE-PIE PORTFÖY DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,3.0,0.164364,60.2,6.5348,5.6722,26.4562,51.4198,3.6424,0.0,12.0,,,,,
FOA,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. AZİMUT FON SEPETİ EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Fon Sepeti Fonu,4.0,0.015173,52.0,2.0304,6.4488,25.3533,0.0,0.0,0.0,18.0,,,,,
FVI,HDI FİBA EMEKLİLİK VE HAYAT A.Ş ESG SÜRDÜRÜLEBİLİRLİK FON SEPETİ EMEKLİLİK YATIR,TEFAS,EMK,Fon Sepeti Fonu,6.0,0.029348,57.6,1.7614,5.3913,25.5156,44.2127,181.9721,0.0,33.0,,,,,
FYN,AGESA HAYAT VE EMEKLİLİK A.Ş. KATILIM STANDART EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Katılım Standart Fon,3.0,0.161478,59.4,1.9368,8.6039,24.9966,52.4083,2.5948,6.5537,12.0,,,,,
FYU,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. KATILIM STANDART EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Katılım Standart Fon,3.0,0.1365,59.1,2.1264,9.1325,24.7284,48.8871,2.3859,6.0705,12.0,,,,,
GCK,GARANTİ EMEKLİLİK VE HAYAT A.Ş. OKS KATILIM STANDART EMEKLİLİK YATIRIM FONU,TEFAS,EMK,OKS Katılım Standart Fon,3.0,0.109059,58.2,2.4366,7.4735,22.1329,44.1075,193.9479,5.1095,12.0,,,,,
GCN,GARANTİ EMEKLİLİK VE HAYAT A.Ş. YENİ TEKNOLOJİLER HİSSE SENEDİ EMEKLİLİK YATIRIM,TEFAS,EMK,Hisse Senedi Fonu,5.0,0.069507,68.2,9.4312,24.4756,44.0632,76.0706,4.3617,0.0,25.0,,,,,
GCS,GARANTİ EMEKLİLİK VE HAYAT A.Ş. OKS STANDART EMEKLİLİK YATIRIM FONU,TEFAS,EMK,OKS Standart Fon,4.0,0.110878,55.2,-0.3041,0.8286,17.8139,38.1438,2.0729,5.5194,18.0,,,,,
GCT,GARANTİ EMEKLİLİK VE HAYAT A.Ş. BİRİNCİ FON SEPETİ EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Fon Sepeti Fonu,4.0,0.074576,59.5,2.7964,7.7602,22.041,52.4572,3.6439,0.0,18.0,,,,,
GCY,GARANTİ EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Karma Fon,6.0,0.053205,56.1,2.4984,-0.1545,15.9373,39.6617,2.8008,0.0,33.0,,,,,
GEA,GARANTİ EMEKLİLİK VE HAYAT A.Ş. KATILIM HİSSE SENEDİ EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Hisse Senedi Fonu,5.0,0.318752,62.0,3.0563,11.532,36.1335,64.7908,2.6675,8.8241,25.0,,,,,
GED,GARANTİ EMEKLİLİK VE HAYAT A.Ş. TEMETTÜ ÖDEYEN ŞİRKETLER HİSSE SENEDİ EMEKLİLİK ,TEFAS,EMK,Hisse Senedi Fonu,6.0,0.216878,57.7,-1.4112,1.9031,33.1396,58.7403,187.755,3.4849,33.0,,,,,
GEH,GARANTİ EMEKLİLİK VE HAYAT A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Hisse Senedi Fonu,6.0,2.823549,54.3,-3.147,-1.2037,25.8568,41.7258,3.0279,15.2179,33.0,,,,,
GEK,GARANTİ EMEKLİLİK VE HAYAT A.Ş. BORÇLANMA ARAÇLARI EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Borçlanma Araçları Fonu,3.0,0.427993,53.8,-1.2703,-1.0623,10.9759,33.488,186.3226,3.8679,12.0,,,,,
GES,GARANTİ EMEKLİLİK VE HAYAT A.Ş. KATILIM STANDART EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Katılım Standart Fon,3.0,0.157082,58.8,2.29,8.5227,25.4986,47.4187,2.0161,5.54,12.0,,,,,
GEU,GARANTİ EMEKLİLİK VE HAYAT A.Ş. DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,5.0,0.546304,55.9,2.1168,6.1467,12.5988,29.7318,197.4267,5.4483,25.0,,,,,
